name,datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,conditions,description,icon
NEBRASKA,6/17/76,87.2,65,75.5,56.2,52.6,0.002,100,4.17,rain,,,,24.1,188.9,1005,92.1,17.7,,,,,0.68,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
NEBRASKA,6/18/76,71.9,52.1,62,42.3,51.3,0.001,100,4.17,rain,,,,20.6,342.4,1016.6,70.9,20.7,,,,,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NEBRASKA,6/19/76,78.1,43.1,63.3,40.9,48.4,0,0,0,,,,,10.3,334.6,1020.1,25.1,20.3,,,,,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,6/20/76,87.1,48.9,70.4,46.2,46.6,0,0,0,,,,,16.1,174.7,1016.6,0,21.5,,,,,0.78,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,6/21/76,88,61.1,74.9,49,41.5,0,0,0,,,,,21.9,161.8,1012.6,25.9,21.9,,,,,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,6/22/76,88.9,62.9,76.8,54.8,48.3,0,0,0,,,,,19.7,136.8,1011.7,18.8,19.9,,,,,0.84,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,6/23/76,75.8,64.1,70.4,60.2,71.3,0.4,100,16.67,rain,,,,20.5,123.5,1007.7,96.2,9.1,,,,,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NEBRASKA,6/24/76,78.2,62,68.7,54.9,65.5,0.124,100,8.33,rain,,,,22.8,294.5,1008.2,52.1,20.3,,,,,0.91,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain
NEBRASKA,6/25/76,89.9,53.9,72.6,53,55.4,0,0,0,,,,,25.2,192.7,1010.1,3,19.3,,,,,0.94,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,6/26/76,92.9,68.1,77.9,61.5,58.9,0.005,100,4.17,rain,,,,27.7,186.5,1010.8,48.3,17.6,,,,,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NEBRASKA,6/27/76,87.1,57.9,72.9,60.9,66.9,0.002,100,4.17,rain,,,,14.9,46.4,1017.6,55.9,16.9,,,,,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NEBRASKA,6/28/76,89.8,62,77,64.4,69.4,0,0,0,,,,,12.7,58,1015.5,45.9,7.9,,,,,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,6/29/76,79.9,65.9,73.1,54,54.5,0,0,0,,,,,26.4,333.9,1015.3,10.6,21.2,,,,,0.08,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,6/30/76,82.1,53.9,69.2,50.1,54.4,0,0,0,,,,,12.5,28.6,1018.5,8.4,22.3,,,,,0.11,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,7/1/76,83,53.9,71.2,51.9,53.9,0,0,0,,,,,16.1,134.5,1015.9,50.7,19.1,,,,,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,7/2/76,73.1,62.9,69.3,61.4,76.6,0.276,100,25,rain,,,,16.1,95.3,1014.8,100,11,,,,,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NEBRASKA,7/3/76,78.1,61.1,69.1,60,74.2,0,0,0,,,,,13.8,67.4,1018.7,97.8,10.5,,,,,0.22,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,7/4/76,84.8,61.1,72.9,55.6,58.3,0,0,0,,,,,13.6,56.2,1020.9,61.8,13,,,,,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,7/5/76,86.1,52.1,71.1,51.9,56.6,0,0,0,,,,,16.1,154,1020.1,11.7,14,,,,,0.29,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,7/6/76,89.8,60.2,76.2,56.6,53.9,0,0,0,,,,,17.2,215.9,1016.4,59.2,8.6,,,,,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,7/7/76,82.1,65.1,75,61.5,63.4,0.043,100,8.33,rain,,,,10.3,152.7,1014,68.7,7.5,,,,,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NEBRASKA,7/8/76,96.1,65,80.3,62,58.5,0,0,0,,,,,28.6,168.8,1011.5,58,8,,,,,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,7/9/76,101.9,70.1,86.6,60.4,45.5,0,0,0,,,,,25.2,195.4,1010.1,23.1,11.8,,,,,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NEBRASKA,7/10/76,98,74,86.1,63.7,48.8,0,0,0,,,,,21.7,199.9,1011.7,14.3,19.1,,,,,0.47,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,7/11/76,98,73.1,85.8,65.4,52.5,0,0,0,,,,,17.2,205.2,1013.1,10.5,20.9,,,,,0.5,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,7/12/76,96.2,71,84.5,64.6,53.8,0,0,0,,,,,18.3,185.5,1011.5,12.6,22.6,,,,,0.54,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,7/13/76,96.2,66.8,83.9,59,46,0,0,0,,,,,25.2,194,1009.8,6.4,13.8,,,,,0.57,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,7/14/76,93.8,71.9,84.9,60.3,45,0,0,0,,,,,16.1,199,1010.9,54.2,13.7,,,,,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,7/15/76,88.9,66.8,78.3,61.1,56.7,0.001,100,4.17,rain,,,,22.8,305.5,1014.3,68.4,16,,,,,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NEBRASKA,7/16/76,83,52.1,70.2,49.1,51.2,0,0,0,,,,,13.6,353,1020.8,19.1,19.9,,,,,0.67,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,7/17/76,82.1,62,71.1,60.7,71.7,1.085,100,37.5,rain,,,,18.3,168.4,1018.1,79.9,14.8,,,,,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
NEBRASKA,7/18/76,92,64.1,78.2,64.2,64.5,0,0,0,,,,,23,167.4,1014.4,44.2,15.7,,,,,0.73,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,7/19/76,93.8,74.9,83,67.6,61,0,0,0,,,,,23,184.8,1012.5,76.2,14.9,,,,,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,7/20/76,89.9,74,81.1,68.7,67.1,0.039,100,4.17,rain,,,,21.6,224.2,1013.2,77.1,10,,,,,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NEBRASKA,7/21/76,82.1,69.2,74.2,70,87.2,0.92,100,25,rain,,,,19.4,48.1,1014.8,100,7.7,,,,,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NEBRASKA,7/22/76,86.1,69.2,77.3,70.5,81,0,0,0,,,,,14.7,178.9,1014,90.4,9.2,,,,,0.86,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,7/23/76,95.1,71.9,82.3,68.5,65.2,0,0,0,,,,,13.6,3.7,1016.9,85.8,14.1,,,,,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,7/24/76,91.1,71.8,81.1,60.1,51,0,0,0,,,,,13.8,99.8,1021,33.3,19.1,,,,,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NEBRASKA,7/25/76,92,64.1,79.6,63.6,60,0,0,0,,,,,13.9,149.6,1016.8,10,19.9,,,,,0.96,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,7/26/76,91.1,71,81.4,67.2,62.9,0.001,100,4.17,rain,,,,14.7,69.4,1013.1,69.7,17.8,,,,,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NEBRASKA,7/27/76,86.1,68.1,79.3,70.1,74.3,0.003,100,8.33,rain,,,,17.2,91.8,1009.3,88,11.8,,,,,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NEBRASKA,7/28/76,89.8,68.1,79.4,67.5,68.9,0,0,0,,,,,17.2,20.2,1010.5,52.2,14.7,,,,,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,7/29/76,87.2,65.1,75.6,67.1,76.3,0.601,100,20.83,rain,,,,16.1,139.5,1011.1,55.1,15.7,,,,,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
NEBRASKA,7/30/76,88,68.1,79.2,70.7,75.9,0,0,0,,,,,16.1,134.6,1009,90.8,16,,,,,0.13,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,7/31/76,83,68.1,75.3,64.9,72,0,0,0,,,,,25.2,28.6,1015.9,81.7,12.1,,,,,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/1/76,77.1,62,68.3,59.2,74.2,0,0,0,,,,,15,38.6,1021.3,80.4,15.5,,,,,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/2/76,82.1,64.1,71.9,54.9,58.3,0,0,0,,,,,16.1,69.8,1024.4,40.5,15.7,,,,,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NEBRASKA,8/3/76,82.1,56.1,71.3,54.1,57.4,0,0,0,,,,,19.6,182.1,1023,42.1,14.9,,,,,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,8/4/76,91.1,68.1,79.3,60.2,52.5,0,0,0,,,,,19.7,186.7,1013.8,83.3,13.5,,,,,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/5/76,83.9,68.1,76.3,61.3,60.4,0,0,0,,,,,26.3,312.1,1011.7,89.6,16.5,,,,,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/6/76,79,60.2,69.4,57.5,69.5,0,0,0,,,,,17.2,14.9,1019.9,37.1,12.4,,,,,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/7/76,83,52.1,69.4,54.8,63.2,0,0,0,,,,,14.7,127.4,1019.7,7.6,15.5,,,,,0.42,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,8/8/76,97,65.9,77,57.3,52,0,0,0,,,,,20.6,135.8,1014.1,68.3,13.2,,,,,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/9/76,98.8,68.1,83.4,62.6,51.7,0,0,0,,,,,20.8,155.2,1008.8,43,10.3,,,,,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,8/10/76,97.9,71,81.5,61.5,54,0,0,0,,,,,17.2,186.2,1011.5,91.2,16.2,,,,,0.52,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,8/11/76,92,68.1,80.1,62.2,57.6,0,0,0,,,,,22.8,36.2,1013.8,70.1,12.4,,,,,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/12/76,92,65,76.7,60.5,61.3,0,0,0,,,,,11.6,338.5,1015.5,70,15.7,,,,,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/13/76,92,62,76.2,60.6,62.4,0.052,100,12.5,rain,,,,13.8,115.8,1012.8,53.4,19.1,,,,,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
NEBRASKA,8/14/76,78.1,64.2,71.5,63.9,77.5,0.003,100,4.17,rain,,,,24.1,58.5,1012.3,97.1,14.7,,,,,0.65,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
NEBRASKA,8/15/76,73.1,66.8,69.9,64,82.1,0,0,0,,,,,18.3,87.4,1016.6,92.9,5.8,,,,,0.68,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,8/16/76,95,65.9,77.9,65.8,69.7,0,0,0,,,,,23,144,1015.2,70.8,8,,,,,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/17/76,97.9,71.9,85.1,66.2,56.7,0,0,0,,,,,21.9,177.7,1016.8,26.4,15.1,,,,,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/18/76,97,71,84.4,66.3,57.6,0,0,0,,,,,19.4,173.3,1017.3,14.7,13.6,,,,,0.78,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,8/19/76,92,66.8,79.8,57.3,51.5,0,0,0,,,,,18.3,168.8,1018.7,0,12.1,,,,,0.81,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,8/20/76,92.9,59.1,75.6,52,47.7,0,0,0,,,,,18.3,177.5,1017.2,0,10.6,,,,,0.85,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,8/21/76,96.2,66.8,81.6,57.5,46.1,0,0,0,,,,,20.6,179.1,1014.5,27.9,9.5,,,,,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,8/22/76,97,65,81.7,56.8,44.5,0,0,0,,,,,12.7,166.8,1015.5,24.6,8.6,,,,,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/23/76,95.1,64.2,80.6,56.8,47.9,0,0,0,,,,,15,111.2,1017.5,41.8,9,,,,,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,8/24/76,89.9,61.1,76.6,61.4,63.3,0,0,0,,,,,14.9,103,1017.9,36,5.5,,,,,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,8/25/76,89.9,64.1,77.1,59.3,57.2,0,0,0,,,,,15,160.3,1015.6,27.6,6.6,,,,,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,8/26/76,100.1,68.1,83.6,57.5,44.6,0,0,0,,,,,22.8,182.6,1009.9,18.8,11.2,,,,,0.04,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,8/27/76,83,56.1,75.7,51.2,43.3,0,0,0,,,,,22.8,1.3,1012.8,29.2,16.8,,,,,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/28/76,87.2,46.2,67.5,41.2,45.6,0,0,0,,,,,13.8,344.8,1022.3,0,19.9,,,,,0.12,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,8/29/76,91.1,48.9,71.4,44.9,43.7,0,0,0,,,,,19.6,201.7,1023.9,0,19.9,,,,,0.15,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,8/30/76,91.1,60.2,75.6,46.1,37.1,0,0,0,,,,,20.8,189.3,1021.6,37.9,19.9,,,,,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,8/31/76,89.9,57.9,74.8,50,43.1,0,0,0,,,,,20.5,184.1,1016.7,76.3,17.4,,,,,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,9/1/76,84.8,62.9,74.4,57.2,57.1,0,0,0,,,,,12.7,52.5,1017.7,47.5,12.2,,,,,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NEBRASKA,9/2/76,89,59.1,74.4,54.8,55.7,0,0,0,,,,,17.2,176.9,1017.1,1.8,12.3,,,,,0.29,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/3/76,93.8,65.9,78.6,55.6,48,0,0,0,,,,,18.3,208.7,1013,2.6,12.3,,,,,0.33,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/4/76,89.9,56.1,75.1,43.5,34.8,0,0,0,,,,,17.2,85.6,1016.3,4.3,16.6,,,,,0.36,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/5/76,96.1,68.1,79.4,49.6,35.9,0,0,0,,,,,21.7,130.8,1014.3,5.1,19.5,,,,,0.4,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/6/76,98.8,73.1,84.4,60.1,46.5,0,0,0,,,,,21.9,183.4,1011.9,8.9,17.6,,,,,0.44,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/7/76,93.8,70.1,81.4,52,39.1,0,0,0,,,,,21.7,171.3,1014.1,36.6,14.9,,,,,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,9/8/76,74.9,56,63.3,54.2,74.5,0.071,100,4.17,rain,,,,18.3,354.3,1022.5,93.7,15.3,,,,,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
NEBRASKA,9/9/76,73.1,50.1,60.2,43.2,58.2,0,0,0,,,,,18.3,334.1,1030.4,4.3,19.9,,,,,0.54,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/10/76,82.1,41.1,62,40.3,51.7,0,0,0,,,,,18.3,207.9,1023.8,3.8,19.9,,,,,0.57,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/11/76,88.1,56,71.3,49.2,46.8,0,0,0,,,,,20.5,180.7,1011.8,6.7,18,,,,,0.6,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/12/76,89.9,62,75.2,54.1,49.3,0,0,0,,,,,19.7,173.2,1010.9,35.6,15.9,,,,,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,9/13/76,77.1,62.9,70.7,60.3,71.1,0.268,100,16.67,rain,,,,18.3,211.6,1016.4,89.6,11.5,,,,,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NEBRASKA,9/14/76,80.9,56.1,66.8,59,78.6,0,0,0,,,,,11.6,51.4,1022.4,41.2,7.5,,,,,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,9/15/76,70.1,57,64.2,57.1,78.5,0.433,100,20.83,rain,,,,14.7,71.9,1021.4,95.4,8.2,,,,,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NEBRASKA,9/16/76,73.1,56,64.2,54.3,71.9,0,0,0,,,,,15,82.4,1022.1,97.1,7.2,,,,,0.75,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,9/17/76,78.2,61.1,68.3,49.8,52.8,0,0,0,,,,,11.4,108.3,1019.3,96.6,8.7,,,,,0.8,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,9/18/76,88.1,57.9,73.5,58.8,61,0,0,0,,,,,16.1,165.7,1014.4,68.5,11,,,,,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,9/19/76,71,61.1,66.8,61.6,83.6,0.359,100,8.33,rain,,,,21.9,339.3,1015.2,79.2,11.6,,,,,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
NEBRASKA,9/20/76,69.2,47,58.4,45.5,64.9,0,0,0,,,,,17.2,338.1,1019.7,23.8,19.9,,,,,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,9/21/76,74.9,47,60.8,45.5,60.8,0,0,0,,,,,15,318.7,1015.8,1.7,19.9,,,,,0.93,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/22/76,87.2,47.9,66.2,49,60,0,0,0,,,,,20.6,223.3,1009.6,37.5,17.8,,,,,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,9/23/76,68.1,47.1,59.5,40.6,52.1,0.02,100,4.17,rain,,,,17.2,37.2,1018.6,73.4,15.9,,,,,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NEBRASKA,9/24/76,74,47.1,59,47.4,67.2,0.252,100,20.83,rain,,,,13.6,78.8,1020.2,88.4,13.6,,,,,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NEBRASKA,9/25/76,61.1,57.8,59.9,57.6,92.3,1.578,100,54.17,rain,,,,16.1,85.2,1012.5,100,5.6,,,,,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NEBRASKA,9/26/76,66.8,56,60.7,55.7,84.5,0,0,0,,,,,18.3,333,1009.1,97.9,7.1,,,,,0.1,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,9/27/76,65,43.1,51.7,39.1,63.5,0,0,0,,,,,20.6,350.2,1019.7,64.6,17,,,,,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NEBRASKA,9/28/76,55.1,44,49.1,41.5,75.5,0,0,0,,,,,9.1,349.2,1021.1,79.7,12.5,,,,,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,9/29/76,71.9,35,53,41.1,68.8,0,0,0,,,,,11.4,189.3,1015.4,0.2,13.8,,,,,0.2,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,9/30/76,86.1,39,60.9,45.2,63.7,0,0,0,,,,,11.6,199.2,1012.3,19.7,18.2,,,,,0.25,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/1/76,89.9,46.2,65.3,49.8,64.1,0,0,0,,,,,6.9,357.2,1012.8,0.1,19.9,,,,,0.27,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/2/76,86.1,47.1,65.9,51.5,64.3,0,0,0,,,,,12.5,90.9,1012.5,53.3,9.6,,,,,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,10/3/76,80,57.9,67.9,52.7,60.1,0,0,0,,,,,22.8,165.6,1007.1,90,15.6,,,,,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/4/76,69.2,51.2,58.7,47.9,68.7,0.131,100,12.5,rain,,,,19.6,352.1,1011.6,97.9,17.8,,,,,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
NEBRASKA,10/5/76,60.2,42.2,52,34.3,52.6,0,0,0,,,,,19.4,351.6,1019.3,60.5,20.1,,,,,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/6/76,59.1,31.2,44.6,31.5,64.3,0,0,0,,,,,11.6,91.1,1021.2,71.7,16.5,,,,,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/7/76,56,34.1,45.5,27.3,50.8,0,0,0,,,,,12.7,357.3,1028.7,31.3,19.9,,,,,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/8/76,65.9,29.9,47,33.6,64.2,0,0,0,,,,,21.9,203.1,1019.1,5.6,14.7,,,,,0.52,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/9/76,68.1,38.9,53,36.8,56.7,0,0,0,,,,,11.6,330,1016.1,0.1,19.9,,,,,0.55,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/10/76,79.9,42.2,58.1,41.2,58.1,0,0,0,,,,,9.1,202.4,1013.5,1.8,19.9,,,,,0.58,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/11/76,88,44,63.4,46.2,58.3,0,0,0,,,,,20.8,187.1,1009.7,58.8,19.9,,,,,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/12/76,75.8,50.1,60.6,44.2,57.9,0,0,0,,,,,18.3,351.1,1016.2,55.9,19.9,,,,,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/13/76,70.1,44,56.2,37.2,53.9,0,0,0,,,,,11.4,335.9,1022.2,7.2,17.2,,,,,0.68,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/14/76,82.1,44.9,62.6,39.4,44.7,0,0,0,,,,,28.6,229.1,1008.8,27.9,17.2,,,,,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,10/15/76,56.1,33.2,47.3,22.3,38.2,0,0,0,,,,,24.1,342,1019.4,8.4,16.3,,,,,0.75,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/16/76,47,23.3,33.8,20.2,60.5,0,0,0,,,,,18.3,351.3,1030.4,0.1,19.9,,,,,0.75,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/17/76,47.9,16.1,33.7,17,54.4,0,0,0,,,,,20.5,129.9,1028.7,63.3,16.4,,,,,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/18/76,41.1,33.2,37.7,30,77.1,0.118,100,8.33,"rain,snow",,,,18.3,109,1020.8,100,7.6,,,,,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain
NEBRASKA,10/19/76,37.1,27.3,34.4,29.3,81.8,0,0,0,,,,,21.7,338.3,1024.9,86.3,6.5,,,,,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/20/76,53.9,23.1,36.2,25.2,68.3,0,0,0,,,,,22.7,314.6,1023.4,13.9,12.7,,,,,0.92,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/21/76,52.1,24.2,36.4,21.7,58.9,0,0,0,,,,,16.1,324.8,1022.8,3,17.6,,,,,0.95,Clear,Clear conditions throughout the day.,clear-day
NEBRASKA,10/22/76,62.9,20.1,41.2,23.5,55.3,0,0,0,,,,,19.7,125.2,1018.5,37.1,15.5,,,,,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,10/23/76,50.1,39.9,46.9,44.3,91.4,0.001,100,4.17,rain,,,,16.1,40,1011.3,97,5.3,,,,,0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
NEBRASKA,10/24/76,38.9,35,36.7,34.3,90.6,0,0,0,,,,,19.7,353,1021,100,5.7,,,,,0.05,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,10/25/76,46.1,23.3,34.3,27.4,78.6,0,0,0,,,,,17.2,32.7,1021.5,80.4,6.1,,,,,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/26/76,44,33.2,38.3,29.7,71.6,0,0,0,,,,,13.9,50.3,1025.5,99.6,7.9,,,,,0.12,Overcast,Cloudy skies throughout the day.,cloudy
NEBRASKA,10/27/76,44,28.2,36,27.6,73,0,0,0,,,,,14.7,11.9,1034.4,55.9,8,,,,,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/28/76,46.1,26.4,38.4,31.6,77.4,0,0,0,,,,,25.3,211.6,1028.8,54.5,8.6,,,,,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NEBRASKA,10/29/76,50.1,37.1,42.7,37.8,83.3,0,0,0,,,,,20.8,192.2,1019.8,76.3,9,,,,,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NEBRASKA,10/30/76,59.1,41.1,46.7,40.7,82.2,0.056,100,16.67,rain,,,,17.2,299,1016.8,61.3,7,,,,,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NEBRASKA,10/31/76,60.2,27.3,42.4,32,70.5,0,0,0,,,,,14.7,198.5,1025.7,17.2,19,,,,,0.29,Clear,Clear conditions throughout the day.,clear-day
