name,datetime,tempmax,tempmin,temp,humidity,precip,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,description,icon
MINNESOTA,2/28/78,23.1,10.1,17.2,68.1,0,0,,,8.9,,13.9,356,1024,70,10.3,,,,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/1/78,23.1,1.1,13.1,61.5,0,0,,,9.1,,10.3,171.4,1028.6,39.2,14.7,,,,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/2/78,20.9,16.1,18.2,75.4,0.199,45.83,snow,,10.5,,13.9,97.2,1022.2,99.6,6.6,,,,0.75,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow
MINNESOTA,3/3/78,17,-0.1,8.3,58.4,0,0,,,13,,18.3,318,1023.7,12.9,18.8,,,,0.81,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,3/4/78,15.2,-11.1,3.3,58.6,0,0,,,11.8,,11.6,239.2,1025.3,18.3,17.4,,,,0.84,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,3/5/78,20,-3,10.2,64.6,0,0,,,11.8,,9.2,146.9,1017.5,74.6,15,,,,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/6/78,28.1,6.2,17.5,66.8,0,0,,,11.8,,9.2,45.3,1025.6,43.8,10.5,,,,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/7/78,35,3.8,20.1,63.3,0,0,,,11.8,,9.2,161.5,1032.3,27.9,9.5,,,,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/8/78,32.1,7.1,20.9,69.9,0,0,,,5.3,,15,196.7,1027.9,20.8,14.8,,,,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,3/9/78,38.9,21.8,30.3,68.6,0,0,,,8.7,,17.2,224.7,1014.3,33.8,10.6,,,,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/10/78,35.9,20.9,30.7,87.5,0.071,12.5,"rain,snow",,7.9,,9.2,268.3,1012.2,71.7,5.4,,,,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain
MINNESOTA,3/11/78,39.8,33.2,35.3,82.2,0,0,,,7.9,,10.3,295.8,1010.6,89.2,7.6,,,,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/12/78,35,33.2,33.8,82.5,0,0,,,3.9,,11.6,195.6,1016,100,6.2,,,,0.12,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,3/13/78,35,32.1,33.2,88.1,0.456,45.83,"rain,snow",,3.9,,16.1,132,1009.3,98.3,2.6,,,,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
MINNESOTA,3/14/78,34.1,26,30.9,78.6,0,0,,,6.7,,12.8,325.7,1008.8,97.1,11.9,,,,0.18,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,3/15/78,34.1,24.2,28.4,72.6,0,0,,,6.7,,19.7,284.3,1019.3,64.2,13.2,,,,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/16/78,29.9,16.1,23.4,60.3,0,0,,,6.7,,17.2,308.5,1024.4,15,19.9,,,,0.25,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,3/17/78,29.9,15.2,22.2,59.5,0,0,,,6.7,,18.3,294,1026.2,24.6,19.7,,,,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/18/78,43.1,17,31.8,69.7,0,0,,,5.9,,25.3,227,1011.6,61.3,13.1,,,,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/19/78,39.8,29,34.3,58.7,0,0,,,3.9,,16.1,294.7,1021.8,5,22.8,,,,0.34,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,3/20/78,39.8,30.8,35.1,75.5,0.082,8.33,"rain,snow",,1.8,,20.8,211.3,1012.1,96.3,13.1,,,,0.37,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain
MINNESOTA,3/21/78,50.1,29,39.2,72.8,0,0,,,,,17.2,265,1012.3,32.5,16.3,,,,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/22/78,48.8,33.2,40,67.3,0,0,,,,,19.7,319.3,1014.9,44.2,19.6,,,,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,3/23/78,39.8,28.1,33.3,44.4,0,0,,,,,18.3,2,1026.9,32.1,24.1,,,,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,3/24/78,37.1,21.8,29.1,44.4,0,0,,,,,17.2,77,1032.9,50.8,23,,,,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/25/78,44.9,24.2,34,39.9,0,0,,,,,12.8,65.9,1028.2,52.5,20.9,,,,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/26/78,52.1,25.1,37.9,43.4,0,0,,,,,8.1,211.3,1020.3,26.3,16.9,,,,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,3/27/78,65,32.1,47.8,56.8,0,0,,,,,16.1,242.6,1011.8,69.6,16.3,,,,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/28/78,53.9,33.2,43.4,55.9,0,0,,,,,19.7,316.5,1018.2,64.6,15.4,,,,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/29/78,47.9,26.9,38.9,53.1,0,0,,,,,13.9,79.2,1027.1,72.1,13.7,,,,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/30/78,65.9,41.1,53,59.3,0,0,,,,,18.3,157,1016.1,62.9,13.8,,,,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/31/78,70.1,46.1,57.8,60.5,0,0,,,,,25.3,245.2,1000.8,80.8,14.1,,,,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/1/78,46.1,33.2,39.3,48.8,0.012,4.17,rain,,,,25.3,335.1,1014.4,67.5,17.5,,,,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
MINNESOTA,4/2/78,34.1,29.9,32.4,76.2,0.394,50,"rain,snow",,0.3,,23,105.5,1018,100,7.2,,,,0.82,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
MINNESOTA,4/3/78,44.9,34.1,38.8,87,0.043,8.33,"rain,snow",,0,,16.1,81.9,1015.6,100,2.1,,,,0.86,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
MINNESOTA,4/4/78,57.8,38.9,45.4,72.1,0,0,,,0,,18.3,316.6,1020.4,64.6,12.8,,,,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/5/78,52.1,34.1,44.2,75.9,0.044,12.5,rain,,0,,18.3,112.2,1017.7,94.6,9.1,,,,0.93,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
MINNESOTA,4/6/78,64.1,44,52.3,71.7,0.598,29.17,rain,,0,,20.8,271.3,1008.9,55.4,11.5,,,,0.97,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
MINNESOTA,4/7/78,47,35.9,39.5,74.3,0.174,16.67,rain,,0,,15,19.5,1023.9,77.9,19.8,,,,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
MINNESOTA,4/8/78,46.1,37.1,40.9,64.7,0.158,8.33,rain,,0,,20.8,98,1021.2,98.3,20,,,,0.04,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
MINNESOTA,4/9/78,46.1,37.1,41.1,84.6,0.662,37.5,rain,,0,,19.7,104.3,1010.1,100,9.9,,,,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
MINNESOTA,4/10/78,51.2,38.9,43.8,78.3,0.051,8.33,rain,,0,,18.3,309.9,1006.2,86.3,11.5,,,,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
MINNESOTA,4/11/78,50.1,35,40.8,61.2,0,0,,,0,,19.7,291,1002.5,87.1,20.9,,,,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/12/78,52.1,35,42.2,67.9,0.141,12.5,rain,,0,,34.7,272.5,1001.9,81.3,20,,,,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
MINNESOTA,4/13/78,47.9,30.8,39.5,57.7,0,0,,,,,24.2,294.7,1017.2,43.8,21.6,,,,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/14/78,53.9,29,41.8,51.2,0,0,,,,,12.8,310.2,1025.8,17.5,21.2,,,,0.23,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,4/15/78,55.1,33.2,45.1,45.5,0,0,,,,,13.9,10.8,1028.5,40,20.9,,,,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/16/78,57.8,35,46.5,41.7,0,0,,,,,15,97.6,1025.1,15,23.6,,,,0.29,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,4/17/78,56,37.1,47.2,44,0.012,4.17,rain,,,,25.3,111.3,1015.8,79.6,19.5,,,,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
MINNESOTA,4/18/78,43.1,35.9,40.2,83.8,0.667,50,rain,,0,,23,60.9,1001.6,100,6.3,,,,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
MINNESOTA,4/19/78,44,38,40.2,80.8,0,0,,,0,,19.7,346.7,1011.1,93.3,9.9,,,,0.39,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,4/20/78,53.9,33.2,41.6,62.1,0.096,25,"rain,snow",,0,,17.2,6.9,1014.4,68.3,12.2,,,,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain
MINNESOTA,4/21/78,55.1,28.1,42.5,38.5,0,0,,,,,10.3,114.4,1017.2,9.2,20.3,,,,0.45,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,4/22/78,59.1,32.1,47.5,53.4,0.11,8.33,rain,,,,23,133.1,1015.4,89.6,17.7,,,,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
MINNESOTA,4/23/78,50.1,43.1,45.8,86,0.363,66.67,rain,,0,,18.3,118.8,1006,100,9.1,,,,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
MINNESOTA,4/24/78,47.9,44,45.4,87,0.257,37.5,rain,,0,,17.2,55.6,1015.9,97.9,5.3,,,,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
MINNESOTA,4/25/78,65.9,35.9,51.7,52,0,0,,,0,,9.2,14.7,1027,20.4,24.5,,,,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/26/78,70.1,39.8,56,47.5,0,0,,,,,6.9,146.4,1024.2,53.8,13.9,,,,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/27/78,71,41.1,58.1,48.8,0,0,,,,,16.1,160.3,1021.6,48.3,18.4,,,,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/28/78,71.9,44.9,60.2,46.7,0,0,,,,,17.2,134.9,1017.8,64.6,16,,,,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/29/78,62,46.1,56.1,56.5,0.043,8.33,rain,,0,,16.1,36,1015.8,93.3,14.4,,,,0.75,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
MINNESOTA,4/30/78,57.8,38,48.4,37.7,0,0,,,,,18.3,57.3,1018.8,17.8,19.7,,,,0.77,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,5/1/78,55.1,33.2,44.5,30.4,0,0,,,,,16.1,52.4,1024.1,0,23,,,,0.8,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,5/2/78,65,32.1,50.9,40,0,0,,,,,8.1,234.9,1022.7,7.5,20.1,,,,0.84,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,5/3/78,70.1,41.1,56.9,44.4,0,0,,,,,12.8,139.7,1015.3,47.1,16.8,,,,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/4/78,68.1,48.8,58.6,43.6,0,0,,,,,17.2,90.8,1008.8,96.3,21.4,,,,0.91,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,5/5/78,66.8,42.2,54.3,39.6,0,0,,,,,21.9,42.4,1012.3,73.3,21.6,,,,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/6/78,64.1,43.1,54.6,35.6,0,0,,,,,16.1,62.2,1023.1,68.8,24.9,,,,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/7/78,60.2,47.9,54.2,50.1,0.469,12.5,rain,,0,,28.9,109.5,1016.7,97.5,16.4,,,,0.02,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
MINNESOTA,5/8/78,56,47,49.9,81.8,0.304,25,rain,,0,,23,205.3,998.4,99.6,9.1,,,,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
MINNESOTA,5/9/78,57.8,46.1,50.9,66.5,0,0,,,0,,20.8,298.7,1005.2,83.3,13.7,,,,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/10/78,78.2,41.1,62,53.7,0,0,,,,,19.7,178.2,1009.7,35.8,20.1,,,,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/11/78,77.1,59.1,69.1,52.6,0,0,,,,,26.4,254.3,1002.6,34.2,22.2,,,,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/12/78,66.8,50.1,57.2,66.4,0.154,16.67,rain,,0,,18.3,4,1005.6,70.4,17.4,,,,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
MINNESOTA,5/13/78,68.1,46.1,56.7,48.3,0,0,,,0,,23,348.9,1012.6,72.5,21.8,,,,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/14/78,70.1,44,57.9,42.6,0,0,,,,,24.2,0.9,1015,42.9,22,,,,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/15/78,71,48.8,58.9,65.4,0,0,,,,,15,61,1015.6,54.2,21.2,,,,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/16/78,74.9,52.1,64,64.5,0,0,,,,,15,101.4,1015.7,21.7,15.3,,,,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,5/17/78,74.9,51.2,65,63.4,0,0,,,,,13.9,132,1017.2,14.6,10.8,,,,0.34,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,5/18/78,80,53.9,68.1,57.2,0,0,,,,,11.6,153.6,1019.5,11.3,9.6,,,,0.37,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,5/19/78,88.1,60.2,73.6,50.1,0,0,,,,,20.8,218.9,1015.8,37.1,12.3,,,,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,5/20/78,69.2,55.1,60.7,63.3,0,0,,,0,,18.3,314.6,1018.1,50.8,18.9,,,,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/21/78,71.9,44,58.6,55.7,0,0,,,,,11.6,112.9,1023.3,18.3,24.9,,,,0.47,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,5/22/78,77.1,51.2,64.9,54.7,0,0,,,,,17.2,143.1,1017.2,70,15.4,,,,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/23/78,74.9,52.1,64.6,65.5,0,0,,,,,9.2,133.6,1013.5,54.6,10.2,,,,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/24/78,78.2,56,68.2,70.2,0,0,,,,,18.3,130.7,1014.1,69.2,4.8,,,,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/25/78,92.9,69.2,78.4,62.4,0,0,,,,,15,152.1,1012.3,88.3,10.4,,,,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,5/26/78,93.8,68.1,77.9,62.3,0.5,12.5,rain,,0,,23,174.5,1013.5,62.9,14.2,,,,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
MINNESOTA,5/27/78,80.9,64.1,69.2,85.6,2.173,25,rain,,0,,17.2,67.8,1015.1,78.3,10.9,,,,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
MINNESOTA,5/28/78,78.2,65.9,70.5,82.7,0.043,8.33,rain,,0,,9.2,92.4,1011,98.3,7.2,,,,0.75,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
MINNESOTA,5/29/78,77.1,62.9,68.1,82.9,0.142,20.83,rain,,0,,13.9,235.5,1004.8,92.5,15.4,,,,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
MINNESOTA,5/30/78,69.2,56.9,62.2,73.1,0,0,,,0,,16.1,293.2,1006.9,91.7,23.9,,,,0.79,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,5/31/78,68.1,56,61.8,82,0.02,4.17,rain,,0,,12.8,5.7,1013.2,84.2,10.8,,,,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
MINNESOTA,6/1/78,60.2,47.9,56.4,73.6,0,0,,,0,,21.9,265.6,1013.6,87.1,18.4,,,,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,6/2/78,65.9,46.1,57.3,62.3,0,0,,,0,,16.1,263.8,1018.3,42.9,18.4,,,,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,6/3/78,74,48.8,63.1,61.1,0,0,,,0,,17.2,264.8,1018,27.1,19.4,,,,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,6/4/78,77.1,50.1,64.4,56.8,0,0,,,0,,23,285.2,1013.9,24.6,24.9,,,,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,6/5/78,77.1,51.2,65.4,50.1,0,0,,,,,11.6,275.2,1014.3,0,24.3,,,,0,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,6/6/78,84.8,53.9,72.4,44.6,0,0,,,,,17.2,221,1008.5,13.8,22.6,,,,0.03,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,6/7/78,71.9,47.9,60.1,70.2,0.303,16.67,rain,,0,,23,353.4,1008.6,84.2,20,,,,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
MINNESOTA,6/8/78,71.9,42.2,58.6,63,0,0,,,,,15,253.7,1015.1,15,21,,,,0.1,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,6/9/78,75.8,52.1,62.7,64.4,0,0,,,,,16.1,86.6,1015.1,45.4,17.2,,,,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,6/10/78,92,70.1,81.4,44.8,0,0,,,,,32.2,192.3,1003.5,80.8,16.5,,,,0.16,Partially cloudy,Partly cloudy throughout the day.,wind
MINNESOTA,6/11/78,80.9,65.9,75.1,58.6,0.182,8.33,rain,,0,,23,269.5,1005.1,85.8,16.5,,,,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
MINNESOTA,6/12/78,73.1,56,64.5,59,0,0,,,,,17.2,321.3,1020.6,18.8,24.3,,,,0.23,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,6/13/78,83,55.1,69.1,57.7,0,0,,,,,17.2,5.9,1023.8,50.8,24.9,,,,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,6/14/78,77.1,60.2,66.8,73.3,0.331,25,rain,,0,,18.3,123.9,1018.1,82.9,15.8,,,,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
MINNESOTA,6/15/78,73.1,62.9,68.2,79,0.319,20.83,rain,,0,,18.3,126.8,1013.7,92.5,13.6,,,,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
MINNESOTA,6/16/78,80,62.9,72,82.9,0.63,12.5,rain,,0,,27.7,145.6,1008.9,90.8,10.8,,,,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
MINNESOTA,6/17/78,78.2,62.9,69.6,76.5,0.063,12.5,rain,,0,,12.8,308.7,1011.8,72.9,11.8,,,,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
MINNESOTA,6/18/78,75.8,53.9,66.2,63.5,0,0,,,,,13.9,257.6,1018.6,11.3,24.9,,,,0.43,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,6/19/78,84.8,59.1,71.4,61.9,0.196,12.5,rain,,0,,24.2,164.9,1013.3,58.3,22.8,,,,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
MINNESOTA,6/20/78,70.1,56.9,63.7,62.4,0.02,4.17,rain,,0,,19.7,274.8,1014.3,77.5,24.9,,,,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
MINNESOTA,6/21/78,75.8,48.8,64,53.2,0,0,,,,,11.6,277,1018.5,9.6,24.9,,,,0.53,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,6/22/78,80.9,60.2,70.5,62.5,0,0,,,,,15,141,1017.2,77.5,19.9,,,,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,6/23/78,70.1,62.9,66.7,81.7,0.496,29.17,rain,,0,,18.3,125.8,1016.2,98.3,8.6,,,,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
MINNESOTA,6/24/78,78.2,62.9,70.1,88.3,0,0,,,0,,9.2,127.7,1013.4,84.2,3.1,,,,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,6/25/78,83.9,71,76.3,82.8,2.883,16.67,rain,,0,,20.8,114.4,1003.3,83.3,12.1,,,,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
MINNESOTA,6/26/78,83,66.8,75.2,73.2,0.043,8.33,rain,,0,,16.1,286.5,1005.7,57.9,16.7,,,,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
MINNESOTA,6/27/78,83,62,73.7,65.1,0,0,,,,,15,275.6,1015.4,20.8,21.4,,,,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,6/28/78,84.8,65.9,74.8,72.3,0.024,8.33,rain,,0,,13.9,183.5,1018.3,49.6,22.4,,,,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
MINNESOTA,6/29/78,89,70.1,80.6,68.3,0.051,4.17,rain,,,,12.8,107.7,1018,52.9,19.3,,,,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
MINNESOTA,6/30/78,82.1,71,74.8,81.8,1.332,16.67,rain,,0,,19.7,94.1,1012.9,100,13.3,,,,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
MINNESOTA,7/1/78,80.9,70.1,74.9,87.1,0.985,29.17,rain,,0,,18.3,107.8,1006.9,96.3,10,,,,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
MINNESOTA,7/2/78,73.1,65.9,69.4,85.6,0,0,,,0,,11.6,357,1008.3,99.6,4,,,,0.91,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,7/3/78,77.1,64.1,69.7,77.5,0,0,,,0,,10.3,114.4,1013,87.1,6.6,,,,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,7/4/78,79.1,64.1,71.4,81.1,0,0,,,,,18.3,130,1014.6,73.8,9.7,,,,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,7/5/78,88.1,71.9,80.3,73.5,0.051,4.17,rain,,,,17.2,179.1,1010.8,85.4,8.8,,,,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
MINNESOTA,7/6/78,86.1,65.9,77.2,70.9,0.103,12.5,rain,,0,,23,209,1011.8,81.3,21.6,,,,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
MINNESOTA,7/7/78,74.9,68.1,71.3,77.3,0.674,12.5,rain,,0,,17.2,309.7,1012.6,80.8,15.8,,,,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
MINNESOTA,7/8/78,74.9,56,67,70.9,0.111,16.67,rain,,0,,13.9,173.3,1017.2,55.8,22.6,,,,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
MINNESOTA,7/9/78,71.9,60.2,68.6,66.6,0.032,8.33,rain,,0,,18.3,317.1,1015.8,70.8,22.8,,,,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
MINNESOTA,7/10/78,74.9,52.1,64.8,61.3,0,0,,,,,9.2,335.1,1022.5,30,24.9,,,,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,7/11/78,75.8,56.9,67.6,65.2,0,0,,,,,16.1,151.1,1019.9,31.7,24.5,,,,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,7/12/78,78.2,64.1,70.3,76.1,0.15,12.5,rain,,0,,18.3,155.8,1010.2,87.1,10.2,,,,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
MINNESOTA,7/13/78,78.2,62.9,71.7,63.7,0,0,,,,,15,305.2,1013.8,13.3,23.9,,,,0.25,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,7/14/78,87.2,62,74.2,69.7,0.02,4.17,rain,,0,,20.8,258.8,1012.9,36.7,21.4,,,,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
MINNESOTA,7/15/78,88.1,65.9,76.7,66.1,0,0,,,,,10.3,115.3,1013.8,17.1,23.2,,,,0.35,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,7/16/78,91.1,65,78.7,68.9,0,0,,,,,8.1,147.5,1011.7,14.6,24.3,,,,0.38,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,7/17/78,91.1,69.2,80.8,69.8,0,0,,,,,18.3,162.3,1008.1,65,18.2,,,,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,7/18/78,88.1,75.8,82.1,67.5,0,0,,,0,,18.3,247.2,1008.8,77.9,13.7,,,,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
